,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
32,5f5bc4a3829f793598e4c44f,5d4b36bf137506001bb6b366,APPROVED,40:39.5,49:15.5,516.01,33,58:48.2,40D80FA4,United Kingdom,Female,25,"Sep 11, 2020 2:40:41 pm","Sep 11, 2020 2:49:13 pm",Complete,,,,English,,1599849641_5f5bc4a99597f7.37505522,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",,negative,present,5d4b36bf137506001bb6b366,0,One of them was unconscious.,0,They lost ,-0.3182,He lost his suitcase,-0.3182,They cancel,-0.25,She gets into trouble in the water. ,-0.4019,Her neighbour hits her,0,She had the wrong meeting day,-0.4767,She crashes the new car,0,He starts crying about his memories,-0.4767,He gets his phone stolen,-0.4939,No,
33,5f5bc4bea889ea14f165c6cd,5e9f5bbf176a980b6531f799,APPROVED,41:18.9,07:46.6,1587.694,49,58:50.0,40D80FA4,United Kingdom,Female,28,"Sep 11, 2020 2:41:21 pm","Sep 11, 2020 3:07:44 pm",Complete,,,,English,,1599849681_5f5bc4d150d763.28981989,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,present,5e9f5bbf176a980b6531f799,0,"Her mother dashes out of the front door screaming and looking beshevelled. Her father follows, also shouting. Both look distressed. It is clear to Sarah that this is not ordinary arguement that she has stumbled upon,",-0.105375,"Then, the winning goal scorer of the Blue Team is tackled badly and has to be rushed to hospital with a suspect broken ankle.",-0.6124,He learns that his mother has died.,-0.5574,"After listening to his wife's complaints about his lack of potato peeling skills, John turns round to her and tells her that he is having an affair and is leaving her. ",-0.6124,"Rebecca decides to swim despite the bad weather. The water is actually calm, but she develops cramp and is unable to swim back to shore. She is found later swept up on a deserted part of the beach along the coast.",0.0968,There is only one bottle of red on the shelf and Sally and her neighbour argue over who is going to get it.,-0.34,"Then, her favourite film star jumps into her recently vacated taxi.",0,Lucy decides to sell her old car and goes sailing around the world with the money that she got.,0,"Absentmindly, Michael pours boiling water from the kettle over his hand.",0.4939,Sean sees a colleague and decides to go for a beer with them instead of calling his mother. ,0,No,
34,5f5bc4e59b6b83360c48a5cb,5f1968d176ea4f02a1729bdc,APPROVED,41:48.0,51:10.5,562.504,26,58:53.5,40D80FA4,United Kingdom,Female,29,"Sep 11, 2020 2:41:50 pm","Sep 11, 2020 2:51:08 pm",Complete,,,,English,,1599849710_5f5bc4ee7447f5.64887714,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,negative,present,5f1968d176ea4f02a1729bdc,0,A bird flies into the house window and dies.,0,The red team recover and win the match.,0.5859,Bill gets fired when he returns to work.,-0.5574,John's wife spills wine all over herself and can't stop laughing.,-0.1877,A storm arrives and she is swept out to sea.,0,Her neighbour reveals she knows Sally is having an affair with her husband.,0,"She sees a woman in a white dress walking past and begins to follow her, ignoring her meeting.",-0.4019,"Her old, valuabel car is stolen as used as a getaway vehicle.",-0.4939,An old university friend suddenly calls to invite him to a party.,0.7579,She tells him his father has died.,-0.5574,No,
35,5f5bc5093d4e8b357b9ab665,5ed843fe0d2260359edd0013,APPROVED,42:17.4,13:56.6,1899.187,40,58:55.7,40D80FA4,United Kingdom,Male,34,"Sep 11, 2020 2:42:19 pm","Sep 11, 2020 3:13:55 pm",Complete,,,,English,,1599849739_5f5bc50b971fb7.59996869,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,present,5ed843fe0d2260359edd0013,0,They're not home.,0,They lost.,-0.3182,His passport was missing from his luggage.,-0.296,John's potatoes were a triumph - the best talked about potatoes in town.,0.8074,She was swept away into dangerous waters.,-0.4767,"The neighbour tries to apprehend Sally, but she smashes the bottle of wine over their head and flees.",-0.2617,She decides to kill time by making out with the taxi driver.,-0.6908,She crashes the new car on the journey home.,0,He poured the tea down the sink and made a coffee instead.,0,Sean explains to his mother why he fled his home country to join a militant terrorist group.,-0.5423,No,
36,5f5bc52ab17ec4365fd1c7d9,5a2ef9bbfd28e9000102ee68,APPROVED,42:55.2,52:33.9,578.731,48,58:57.8,40D80FA4,United Kingdom,Female,30,"Sep 11, 2020 2:42:58 pm","Sep 11, 2020 2:52:30 pm",Complete,,,,English,,1599849778_5f5bc532170806.37862193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,negative,present,5a2ef9bbfd28e9000102ee68,0,They were out.,0,The Red Team made a comeback in the second half and beat the Blue Team.,0,He fell in love while on holiday which made happy.,0.891,The guests start arriving earlier than expected.,0,She stood on a razor fish.,0,She stood in dog poo on the way home.,0,A guy offered to buy her a coffee.,0,Someone offered her more than her old car is worth.,0.2263,"He also remembered a very fond memory which cheered him up,",0.7574,She rang him before he started to dial her number.,0.0772,No,
39,5f5bc53e033f6436877fa6cf,5eb08db7b7c2711420b70629,APPROVED,43:10.6,53:32.8,622.199,24,58:59.7,40D80FA4,Ireland,Male,45,"Sep 11, 2020 2:43:13 pm","Sep 11, 2020 2:53:31 pm",Complete,,,,English,,1599849793_5f5bc541af0050.58149338,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,negative,present,5eb08db7b7c2711420b70629,0,"Her parents aren't there, even though their cars are",0,The red team won the match,0.5719,"On his last day, he is excited to go home but his flights get cancelled and he has to stay another two days",-0.2023,His wife got mad that he made a mess,-0.6908,"There are strong currents in the sea and she struggles to swim, and has to get brought in by the life guards",0.2023,She had an argument with her neighbour and didn't get to go to the shop,-0.3612,She gets mugged by two people,0,"She sells the car and realises she got scammed, in actual fact, the car is worth a lot more then what she sold it for ",0.2263,He was reminded of a bad memory and it put him in a bad mood,-0.7906,His mom didn't pick up,0,No,
40,5f5bc5405bbf4b364b00061f,5f4555bdcad55b1274e7ebe1,APPROVED,43:15.3,52:56.6,581.237,21,59:01.6,40D80FA4,United Kingdom,Male,31,"Sep 11, 2020 2:43:17 pm","Sep 11, 2020 2:52:55 pm",Complete,,,,English,,1599849797_5f5bc545244ad8.71081308,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,negative,present,5f4555bdcad55b1274e7ebe1,0,They weren't in,0,They conceded four goals in the 2nd half,0,"All of his clothes were missing, and he was staying somewhere that didn't have a shop. ",-0.296,"The guests arrived early, causing John to cut himself with the peeler due to stress",-0.5994,Jaws came and bit her. But then shamu stopped her from getting hurt anymore ,-0.3243,The neighbour thinks sally is an alcoholic and loses her cool,0,"Julie Roberts was doing pretty woman 2, the return of the business woman ",0.4939,"her new car, broke as she left the garage, but the garage refused to fix the car as she had left the forecourt",-0.5719,He had an epiphany,0,"Due to not telling his mum that he is broke, Sean decides to text her instead",-0.4215,No,
41,5f5bc5450b0a3e15adbe9795,5f2727237db2474089b79602,APPROVED,46:27.0,57:04.7,637.7,26,59:03.5,40D80FA4,Ireland,Male,48,"Sep 11, 2020 2:46:40 pm","Sep 11, 2020 2:57:03 pm",Complete,,,,English,,1599850000_5f5bc6104e6136.34086662,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44",,negative,present,5f2727237db2474089b79602,0,her parents moved out an somebody else lives there now,0,reds came back and won the game,0.5719,some of his clothes are missing,-0.296,she gets mad and cancels the party,-0.34,she is swept out to sea,0,she drops the wine,0,she was at the wrong place,-0.4767,she is rejected by the bank,-0.5106,there was no tea bags,-0.296,she doesnt pick up,0,No,
42,5f5bc55cc9d65f35671e256b,5f2ac77688f11d39a0aaf463,APPROVED,43:43.3,00:36.7,1013.353,25,59:05.3,40D80FA4,United Kingdom,Female,32,"Sep 11, 2020 2:43:45 pm","Sep 11, 2020 3:00:32 pm",Complete,,,,English,,1599849825_5f5bc5615936b0.06517201,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,present,5f2ac77688f11d39a0aaf463,0,"No one answers the door, the house is eerily quiet. ",-0.296,"It started to go over all stormy, like they'd never seen before and the heavens opened. The pitch was saturated, making it impossible to continue the match. ",0.31845,"Throughout his time on holiday, the whole week he had been there, the weather was awful and their accommodation was terrible. However, on the penultimate day he bumped into an old friend, who invited him round to his. His house was a huge mansion, Bill could stay there for the night.",0.095133333,"She grabs the potatoes out of hands and asks him to go make sure there is a fancy wine in the cellar they can get out to impress the guests. John heads to the cellar, it's creepily dark and cold down there, his neck hairs rise as he feels a freezing gush of air, almost like a ghost's breath. ",0.42045,"The waves are stronger than Rebecca expected, she is not the strongest swimmer, so decides to head back inland. Just as she turns around to do so, she notices the lifeguard shouting at her... SHARK",0.025,"The fight gets heated and the neighbour waves a knife at Sally. Wanting to protect herself, Sally smashes the wine bottle on the brick wall and holds it out in front of her like a weapon. ",0.0293,"She leans against the wall of the building, exhausted from the journey, closing her eyes for just a second. They snap back open as she hears tires screeching, a big black car is heading straight towards her. She is frozen with fear. ",-0.2096,"The car dealer themselves offered to buy the car in exchange for their pet pony. Lucy wanted a pony her whole childhood, but now fears what owning a pony would entail. ",-0.28595,"Lost in this melancholy thought, he was abruptly shaken out of it by a banging on the door. ""POLICE OPEN UP"" - what could this possibly be about, Michael was an average guy, not a criminal. ",-0.12685,"As he goes to press the ring button, his phone starts showing a fuzzy screen, he notices all around him lights are flickering and there is a loud buzzing noise. All the technology around him is malfunctioning. ",0,No,
43,5f5bc56876b36636cc45410f,5e9b6317fab83b069d085560,APPROVED,43:53.8,48:17.1,263.302,20,59:07.3,40D80FA4,United Kingdom,Male,33,"Sep 11, 2020 2:43:55 pm","Sep 11, 2020 2:48:15 pm",Complete,,,,English,,1599849835_5f5bc56bb04210.70946207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,negative,present,5e9b6317fab83b069d085560,0,They weren't home?,0,Red team score 5 in the second half to win,0.5859,He gets to claim compensation,0,He drops the potatoes all over the floor,0,Natural disaster involving the amount of water ,-0.3818,Sally or her neighbour disappears the following day,-0.34,She's actually late / got the wrong date,-0.4767,She refuses to sell because of emotional reasons,0.1531,He starts crying,-0.4767,The bill for the call is very expensive,0,No,
44,5f5bc5759496f436357a054c,5f0879b5fc8e5a083c495393,APPROVED,47:24.4,00:25.6,781.164,19,59:09.3,40D80FA4,United Kingdom,Male,55,"Sep 11, 2020 2:47:26 pm","Sep 11, 2020 3:00:22 pm",Complete,,,,English,,1599850046_5f5bc63ecc2586.77659912,"Mozilla/5.0 (iPad; CPU OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/85.0.4183.92 Mobile/15E148 Safari/604.1",,negative,present,5f0879b5fc8e5a083c495393,0,"Something came up, meaning she couldn't visit ",0,"One of the best blue team players was injured during halftime, meaning they had to substitute him with someone else, the red team nearly win as a result ",0.743,"On the return trip home from his terrible holiday, he meets a nice lady, they talk and decide to meet-up for a drink sometime",0.34,"John decides to break up with his wife. What kind of psychotic lady would John want to marry who says he has made a mess of dinner because of the way he peeled the potatoes? Not the kind of wife he married. He is better off without her and her constant, petty criticisms.",-0.0611,"The weather continues to worsen, resulting in a large storm on the horizon with torrential winds and downpour.",-0.5106,She dropped the bottle of wine,0,"Another car pulls up and from it, her boss steps forth",0,"A mysterious figure sees her pull up in her old car one day, recognises it as a classic and offers her double the money the car broker offered",0,"Then he remembers all the good times he had as well; drinking with mates, playing card games and winning food off his friends, meeting new people and the friendships he made. ",0.9313,"The mother picks up but is quickly cut off by a mysterious loss of signal, how strange, it was so strong earlier...",0.016,No,
46,5f5bc5bbe06d3536770d7e78,5e8646ec42953f0e9bd50696,APPROVED,45:20.0,59:31.6,851.641,56,59:11.3,40D80FA4,United Kingdom,Female,40,"Sep 11, 2020 2:45:23 pm","Sep 11, 2020 2:59:27 pm",Complete,,,,English,,1599849923_5f5bc5c3b902f9.86482216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",,negative,present,5e8646ec42953f0e9bd50696,0,Her parents were not in?,0,The blue team scored four goals also.,0,Bill needed his passport but it was inside his suitcase.,0,They have an argument about the potatoes?,-0.3612,It starts raining?,0,Sally dropped the bottle of wine?,0,The meeting is cancelled?,-0.25,Lucy keeps her old car.,0,He spilt the tea?,0,The network loses signal?,-0.3182,No,
47,5f5bc5bdef2d8e35e4b1bfef,5e4b550cbc830a0625f5ceff,APPROVED,45:24.4,59:49.5,865.105,26,59:13.1,40D80FA4,United States,Male,39,"Sep 11, 2020 2:45:26 pm","Sep 11, 2020 2:59:47 pm",Complete,,,,English,,1599849926_5f5bc5c68d9283.31847600,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,negative,present,5e4b550cbc830a0625f5ceff,0,Sarah parents doesn't answer the door because they are currently shopping at a store.,0,The Red Team end up making a comeback to win the game.,0.5859,Bill finds an empty suitcase filled with money.,-0.2023,Their dog picks up a potato peel from  off the ground and runs away with it.,0,Loud thunder erupts from the sky scaring Rebecca and changes her decision on wanting to swim today.,-0.4404,The shop owner tells both of them to leave the shop because their argument was disturbing other customers.,-0.7184,Belinda is warmly greeted by her boss.,0.5859,The dealer buys her old car for more than she was asking for and gives her a deal on a new car.,0,Michael accidentally knock over the pot filled with water.,-0.34,Sean is unable to get in touch with his mother.,0,No,
48,5f5bc5c573b827360445d9fc,5decc61a488cde39be161a91,APPROVED,45:33.6,55:37.2,603.607,60,59:15.1,40D80FA4,United Kingdom,Male,42,"Sep 11, 2020 2:45:35 pm","Sep 11, 2020 2:55:35 pm",Complete,,,,English,,1599849935_5f5bc5cf589d97.53927342,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,present,5decc61a488cde39be161a91,0,The door fell off. Her dad was fixing the hinges.,0,A rabbit runs on to the pitch and scores for the red team,0,He was given an extra week holiday because of the luggage delay,0.1027,She makes John angry causing him to cut off the end of his thumb,-0.6597,A huge wave lifts her out of the sea dumping her on the lifeguard.,0,The neighbour's dog pees on her leg,0,She goes to the coffee shop opposite and meets the love of her life,0.6369,She discovers it's worth twice what he new car is costs.,0.2263,So he got coffee instead that reminded of the happy days at uni,0.5719,He faints from over anxiety,-0.1779,No,
